epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
138,340.394,1.82297,1.13883,1.12785,0.31249,0.76386,0.47925,0.19387,2.27868,1.23249,1.33251,0.00954856,0.00954856,0.00954856
139,342.812,1.89095,1.16626,1.13499,0.3059,0.56838,0.45931,0.17929,2.24112,1.19334,1.31714,0.00954205,0.00954205,0.00954205
140,345.234,1.89899,1.20856,1.09987,0.42672,0.64708,0.55023,0.22019,2.26233,1.18115,1.33307,0.00953549,0.00953549,0.00953549
141,347.639,1.80555,1.13714,1.16752,0.36981,0.53118,0.50335,0.19965,2.27211,1.19467,1.33109,0.00952889,0.00952889,0.00952889
142,350.065,1.8302,1.23135,1.14211,0.36577,0.55766,0.49755,0.19816,2.30078,1.18839,1.36568,0.00952225,0.00952225,0.00952225
143,352.459,1.80612,1.18964,1.12513,0.57461,0.46524,0.54941,0.17091,2.42936,1.27859,1.4272,0.00951556,0.00951556,0.00951556
144,354.861,1.80803,1.08214,1.11496,0.29144,0.66165,0.50843,0.16427,2.38271,1.24785,1.38604,0.00950883,0.00950883,0.00950883
145,357.257,1.76075,1.19284,1.08228,0.56967,0.42226,0.50563,0.18434,2.22544,1.21198,1.34155,0.00950206,0.00950206,0.00950206
146,359.696,1.75093,1.05767,1.09524,0.55529,0.36718,0.51564,0.19416,2.22403,1.21257,1.34612,0.00949524,0.00949524,0.00949524
147,362.118,1.73872,1.08092,1.12931,0.41059,0.77245,0.5759,0.1948,2.26729,1.23341,1.37216,0.00948837,0.00948837,0.00948837
148,364.542,1.92185,1.11632,1.10046,0.37089,0.70597,0.53649,0.21165,2.23813,1.23031,1.35483,0.00948147,0.00948147,0.00948147
149,366.971,1.76811,1.12014,1.06447,0.38002,0.72385,0.56452,0.19272,2.23207,1.24152,1.35623,0.00947452,0.00947452,0.00947452
150,369.373,1.79667,1.21817,1.13012,0.44935,0.65461,0.56293,0.21233,2.21615,1.22141,1.34406,0.00946752,0.00946752,0.00946752
151,371.787,1.71844,1.10407,1.1228,0.36449,0.57577,0.52122,0.20877,2.29609,1.2194,1.38231,0.00946048,0.00946048,0.00946048
152,374.253,1.82954,1.1352,1.10039,0.38956,0.51311,0.50656,0.15864,2.28669,1.21285,1.36262,0.0094534,0.0094534,0.0094534
153,376.673,1.70388,1.11917,1.08158,0.38483,0.56989,0.51747,0.17697,2.28036,1.17602,1.34608,0.00944628,0.00944628,0.00944628
154,379.07,1.65009,1.05234,1.07027,0.51783,0.69009,0.60309,0.19934,2.32747,1.19236,1.36961,0.00943911,0.00943911,0.00943911
155,381.473,1.87768,1.20877,1.12149,0.43355,0.77986,0.59724,0.20052,2.34559,1.18865,1.38357,0.00943189,0.00943189,0.00943189
156,383.893,1.85244,1.14123,1.1651,0.4363,0.67439,0.5746,0.18111,2.3408,1.18424,1.37307,0.00942464,0.00942464,0.00942464
157,386.309,1.8601,1.14352,1.11769,0.34852,0.57613,0.48696,0.17355,2.36258,1.174,1.36226,0.00941734,0.00941734,0.00941734
158,388.716,1.80773,1.16457,1.14138,0.42886,0.71668,0.59741,0.20567,2.33833,1.1609,1.38005,0.00941,0.00941,0.00941
159,391.13,1.83671,1.18418,1.12874,0.40877,0.75573,0.59357,0.21423,2.32658,1.17629,1.36601,0.00940262,0.00940262,0.00940262
160,393.535,1.85601,1.16341,1.14195,0.43727,0.58489,0.54849,0.23056,2.308,1.19124,1.36669,0.00939519,0.00939519,0.00939519
161,395.944,1.78475,1.10908,1.0901,0.45088,0.61955,0.53744,0.21166,2.36124,1.17994,1.37919,0.00938772,0.00938772,0.00938772
162,398.382,1.79959,1.11281,1.10815,0.44266,0.52117,0.53983,0.20986,2.29982,1.16807,1.35871,0.0093802,0.0093802,0.0093802
163,400.818,1.92051,1.11498,1.10843,0.48681,0.76366,0.58989,0.18693,2.3882,1.21442,1.38562,0.00937265,0.00937265,0.00937265
164,403.246,1.90813,1.0614,1.07704,0.47538,0.73061,0.59067,0.18718,2.34333,1.1952,1.37887,0.00936505,0.00936505,0.00936505
165,405.695,1.77315,1.01043,1.04536,0.37601,0.73532,0.50338,0.18974,2.31722,1.21657,1.35772,0.00935741,0.00935741,0.00935741
166,408.128,1.72913,1.09554,1.0972,0.39189,0.72511,0.52325,0.18049,2.30864,1.16122,1.36631,0.00934973,0.00934973,0.00934973
167,410.526,1.78021,1.1959,1.15217,0.46116,0.64288,0.59614,0.17095,2.3452,1.20979,1.37263,0.009342,0.009342,0.009342
168,412.946,1.79976,1.16825,1.1301,0.38792,0.55813,0.4903,0.16292,2.30854,1.22984,1.3555,0.00933423,0.00933423,0.00933423
169,415.362,1.69023,1.04747,1.09833,0.37258,0.65545,0.4596,0.15461,2.33737,1.19558,1.38182,0.00932642,0.00932642,0.00932642
170,417.779,1.89263,1.1864,1.13062,0.40337,0.64942,0.53352,0.18585,2.38084,1.20087,1.42889,0.00931857,0.00931857,0.00931857
171,420.206,1.79724,1.01196,1.0906,0.31396,0.6515,0.47211,0.15642,2.30056,1.21879,1.38407,0.00931067,0.00931067,0.00931067
172,422.625,1.75656,1.03901,1.08904,0.3896,0.55659,0.54353,0.19051,2.36424,1.18849,1.42548,0.00930274,0.00930274,0.00930274
173,425.096,1.83826,1.05903,1.14176,0.35778,0.59576,0.5056,0.17229,2.32577,1.20068,1.374,0.00929476,0.00929476,0.00929476
174,427.518,1.84455,1.00971,1.0779,0.38755,0.54062,0.52437,0.19878,2.29966,1.16861,1.38403,0.00928674,0.00928674,0.00928674
175,429.92,1.73641,1.04921,1.09388,0.32484,0.63158,0.49685,0.16873,2.29362,1.18216,1.35696,0.00927867,0.00927867,0.00927867
176,432.419,1.65841,1.02953,1.09289,0.41731,0.49572,0.5032,0.19814,2.27352,1.18046,1.37262,0.00927057,0.00927057,0.00927057
177,434.839,1.68299,0.98395,1.06893,0.46159,0.45448,0.48224,0.18595,2.30691,1.20398,1.35928,0.00926242,0.00926242,0.00926242
178,437.24,1.69277,1.05371,1.10453,0.37526,0.5764,0.48778,0.19929,2.30328,1.20635,1.36987,0.00925423,0.00925423,0.00925423
